1485371755938|45|5|Robert|105|Saint Louis to Memphis|38.61687046392973|-90.15380859375|87|Lane Departure
1485371755959|18|10|Tom|104|Saint Louis to Chicago|38.65119833229951|-90.19775390625|67|Normal
1485371756019|41|8|Lisa|108|Springfield to Kansas City Via Hanibal|39.78321267821705|-89.659423828125|72|Normal
1485371756189|11|3|James|103|Peoria to Cedar Rapids|40.697299008636755|-89.5166015625|91|Unsafe Follow Distance
1485371756278|50|9|Kait|107|Springfield to Kansas City Via Columbia|38.65119833229951|-90.208740234375|97|Speeding
1485371756358|38|2|Mushtaq|100|Des Moines to Chicago|41.62365539068639|-93.58154296875|105|Speeding
1485371756388|19|6|Robert|106|Saint Louis to Tulsa|38.642617906345265|-90.17578125|69|Normal
1485371756388|47|4|Rafael|102|Memphis to Little Rock|35.191766965947394|-90.0439453125|86|Lane Departure
1485371756489|22|7|Oksana|101|Joplin to Kansas City|37.02886944696474|-94.581298828125|82|Lane Departure
1485371756510|45|5|Robert|105|Saint Louis to Memphis|38.42777351132905|-90.3515625|88|Unsafe Follow Distance
1485371756528|18|10|Tom|104|Saint Louis to Chicago|39.0959629363055|-89.736328125|70|Normal
1485371756608|41|8|Lisa|108|Springfield to Kansas City Via Hanibal|39.7663252565449|-89.7802734375|63|Normal
1485371756739|11|3|James|103|Peoria to Cedar Rapids|40.863679665481676|-89.912109375|98|Unsafe Follow Distance
1485371756889|50|9|Kait|107|Springfield to Kansas City Via Columbia|38.75408327579141|-90.406494140625|90|Unsafe Tail Distance
1485371756940|38|2|Mushtaq|100|Des Moines to Chicago|41.68932225997044|-93.36181640625|89|Lane Departure
1485371756978|19|6|Robert|106|Saint Louis to Tulsa|38.5825261593533|-90.340576171875|60|Normal
1485371756978|47|4|Rafael|102|Memphis to Little Rock|35.20972164522138|-90.37353515625|87|Unsafe Tail Distance
1485371757028|22|7|Oksana|101|Joplin to Kansas City|37.16031654673677|-94.46044921875|98|Lane Departure
1485371757059|18|10|Tom|104|Saint Louis to Chicago|39.842286020743394|-89.62646484375|71|Normal
1485371757108|45|5|Robert|105|Saint Louis to Memphis|37.996162679728116|-90.24169921875|103|Speeding
1485371757228|41|8|Lisa|108|Springfield to Kansas City Via Hanibal|39.740986355883564|-89.9560546875|59|Normal
1485371757330|11|3|James|103|Peoria to Cedar Rapids|40.96330795307353|-90.28564453125|103|Lane Departure
1485371757488|50|9|Kait|107|Springfield to Kansas City Via Columbia|38.81403111409755|-90.54931640625|99|Unsafe Follow Distance
1485371757507|38|2|Mushtaq|100|Des Moines to Chicago|41.713930073371294|-93.043212890625|94|Speeding
1485371757518|47|4|Rafael|102|Memphis to Little Rock|35.11990857099681|-90.68115234375|97|Lane Departure
1485371757540|19|6|Robert|106|Saint Louis to Tulsa|38.50519140240356|-90.52734375|60|Normal
1485371757559|22|7|Oksana|101|Joplin to Kansas City|37.309014074275915|-94.306640625|87|Speeding
1485371757650|18|10|Tom|104|Saint Louis to Chicago|40.38002840251183|-89.1650390625|62|Normal
1485371757710|45|5|Robert|105|Saint Louis to Memphis|37.71859032558816|-90.0|89|Speeding
1485371757848|41|8|Lisa|108|Springfield to Kansas City Via Hanibal|39.75787999202175|-90.142822265625|65|Normal
1485371757940|11|3|James|103|Peoria to Cedar Rapids|41.541477666790286|-90.439453125|87|Unsafe Tail Distance
1485371758080|50|9|Kait|107|Springfield to Kansas City Via Columbia|38.8225909761771|-90.670166015625|91|Unsafe Follow Distance
1485371758089|47|4|Rafael|102|Memphis to Little Rock|35.02999636902565|-90.94482421875|94|Lane Departure
